"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","TotalCount","MeanDensity_sqm","StandardDeviation","StandardError","QuadratsSampled","TotalAreaSurveyed_sqm"
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2002,7/8/2002 0:00:00,1.00,4.99999988824129e-03,0.03,4.99999988824129e-03,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2003,9/8/2003 0:00:00,21.00,0.10,0.16,0.02,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2004,7/26/2004 0:00:00,141.00,0.70,0.82,0.13,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2005,6/13/2005 0:00:00,169.00,0.84,0.86,0.13,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2006,6/19/2006 0:00:00,110.00,0.55,0.48,0.07,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2007,7/9/2007 0:00:00,99.00,0.49,0.98,0.15,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2008,9/8/2008 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2009,8/17/2009 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2012,8/30/2012 0:00:00,5.00,0.02,0.09,0.01,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2015,6/9/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2018,9/25/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2019,10/8/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2012,8/30/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2015,6/9/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2018,9/25/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.00,"Sargassum horneri","Sargassum horneri, adult (>50cm or recepticles present)",2019,10/8/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2010,9/13/2010 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2011,9/14/2011 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2012,8/30/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2015,6/9/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2018,9/25/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",2016.50,"Sargassum horneri","Sargassum horneri, juvenile (<50cm and no recepticles)",2019,10/8/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",1996,8/5/1996 0:00:00,84.00,0.41,0.58,0.09,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",1997,7/7/1997 0:00:00,74.00,0.37,0.35,0.05,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",1998,9/14/1998 0:00:00,30.00,0.15,0.15,0.02,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",1999,6/28/1999 0:00:00,62.00,0.31,0.31,0.05,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2000,6/26/2000 0:00:00,101.00,0.50,0.68,0.10,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2001,7/16/2001 0:00:00,107.00,0.53,0.50,0.07,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2002,7/8/2002 0:00:00,152.00,0.75,0.82,0.12,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2003,9/8/2003 0:00:00,58.00,0.28,0.72,0.11,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2004,7/26/2004 0:00:00,61.00,0.30,0.52,0.08,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2005,6/13/2005 0:00:00,35.00,0.17,0.27,0.04,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2006,6/19/2006 0:00:00,21.00,0.10,0.22,0.03,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2007,7/9/2007 0:00:00,6.00,0.02,0.11,0.01,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2008,9/8/2008 0:00:00,30.00,0.15,0.23,0.03,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2009,8/17/2009 0:00:00,21.00,0.10,0.20,0.03,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2010,9/13/2010 0:00:00,46.00,0.23,0.37,0.05,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2011,9/14/2011 0:00:00,65.00,0.32,0.45,0.07,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2012,8/30/2012 0:00:00,74.00,0.37,0.47,0.07,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2013,10/19/2013 0:00:00,78.00,0.38,0.46,0.07,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2014,8/12/2014 0:00:00,4.00,0.01,0.06,9.60768945515156e-03,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2015,6/9/2015 0:00:00,5.00,0.02,0.15,0.02,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2018,9/25/2018 0:00:00,2.00,9.99999977648258e-03,0.06,9.99999977648258e-03,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11002.00,"Pisaster giganteus","giant-spined sea star",2019,10/8/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11011.00,"Pisaster ochraceus","ochre sea star",2012,8/30/2012 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11011.00,"Pisaster ochraceus","ochre sea star",2013,10/19/2013 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11011.00,"Pisaster ochraceus","ochre sea star",2014,8/12/2014 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11011.00,"Pisaster ochraceus","ochre sea star",2015,6/9/2015 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11011.00,"Pisaster ochraceus","ochre sea star",2016,8/9/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11011.00,"Pisaster ochraceus","ochre sea star",2017,7/12/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11011.00,"Pisaster ochraceus","ochre sea star",2018,9/25/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
2,"SM","San Miguel Island","HR","Hare Rock",11011.00,"Pisaster ochraceus","ochre sea star",2019,10/8/2019 0:00:00,0.00,0.00,0.00,0.00,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1996,8/5/1996 0:00:00,47.00,0.23,0.31,0.05,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1997,7/7/1997 0:00:00,135.00,0.67,0.34,0.05,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1998,9/14/1998 0:00:00,19.00,0.09,0.20,0.03,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",1999,7/19/1999 0:00:00,233.00,1.16,0.57,0.09,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2000,7/17/2000 0:00:00,8.00,0.03,0.17,0.02,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2001,7/30/2001 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2002,7/22/2002 0:00:00,162.00,0.81,0.63,0.09,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2003,8/4/2003 0:00:00,159.00,0.79,0.49,0.07,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2004,8/23/2004 0:00:00,42.00,0.20,0.23,0.03,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2005,7/11/2005 0:00:00,100.00,0.50,0.48,0.07,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2006,8/7/2006 0:00:00,82.00,0.40,0.33,0.05,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2007,9/24/2007 0:00:00,134.00,0.67,0.43,0.06,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2008,9/29/2008 0:00:00,73.00,0.36,0.30,0.04,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2009,7/13/2009 0:00:00,77.00,0.38,0.35,0.05,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2010,8/16/2010 0:00:00,100.00,0.50,0.37,0.05,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2011,8/16/2011 0:00:00,84.00,0.41,0.25,0.04,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2012,8/28/2012 0:00:00,98.00,0.49,0.35,0.05,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2013,8/13/2013 0:00:00,92.00,0.46,0.33,0.05,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2014,7/30/2014 0:00:00,67.00,0.33,0.30,0.04,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2015,8/13/2015 0:00:00,42.00,0.20,0.27,0.04,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2016,9/29/2016 0:00:00,0.00,0.00,0.00,0.00,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2017,8/23/2017 0:00:00,0.00,0.00,0.00,0.00,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2018,8/2/2018 0:00:00,0.00,0.00,0.00,0.00,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.25,"Macrocystis pyrifera","giant kelp, adult (>1m and haptera above the primary dichotomy)",2019,8/20/2019 0:00:00,7.00,0.03,0.11,0.01,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1996,8/5/1996 0:00:00,154.00,0.76,0.57,0.09,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1997,7/7/1997 0:00:00,66.00,0.33,0.27,0.04,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1998,9/14/1998 0:00:00,1449.00,7.24,3.13,0.49,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",1999,7/19/1999 0:00:00,53.00,0.26,0.31,0.04,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2000,7/17/2000 0:00:00,2.00,9.99999977648258e-03,0.04,6.97982450947165e-03,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2001,7/30/2001 0:00:00,326.00,1.62,1.91,0.30,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2002,7/22/2002 0:00:00,248.00,1.24,1.05,0.16,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2003,8/4/2003 0:00:00,46.00,0.23,0.31,0.05,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2004,8/23/2004 0:00:00,15.00,0.07,0.13,0.02,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2005,7/11/2005 0:00:00,55.00,0.27,0.29,0.04,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2006,8/7/2006 0:00:00,26.00,0.12,0.28,0.04,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2007,9/24/2007 0:00:00,68.00,0.34,0.35,0.05,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2008,9/29/2008 0:00:00,97.00,0.48,0.47,0.07,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2009,7/13/2009 0:00:00,81.00,0.40,0.53,0.08,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2010,8/16/2010 0:00:00,3.00,0.01,0.05,8.43527354300022e-03,40,200.00
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",2002.75,"Macrocystis pyrifera","giant kelp, subadult (>1m and no haptera above the primary dichotomy)",2011,8/16/2011 0:00:00,83.00,0.41,0.51,0.08,40,200.00
