"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","TotalCount","MeanSize","MinSize","MaxSize"
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes miniatus","vermillion rockfish, all",2015,1,6,6,6
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes mystinus","blue rockfish, all",2015,26,15,8,26
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes paucispinis","bocaccio, all",2015,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serranoides","olive rockfish, all",2015,2,9,7,10
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serriceps","treefish, all",2015,1,28,24,32
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Caulolatilus princeps","ocean whitefish, all",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Chromis punctipinnis","blacksmith, all",2016,82,8,5,10
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Embiotoca jacksoni","black surfperch, all",2016,1,9,6,14
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Embiotoca lateralis","striped surfperch, all",2016,3,14,6,37
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Girella nigricans","opaleye, all",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Halichoeres semicinctus","rock wrasse, juvenile",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Heterostichus rostratus","giant kelpfish, all",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Hypsypops rubicundus","garibaldi, all",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Medialuna californiensis","halfmoon, all",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Ophiodon elongatus","lingcod, all",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Oxyjulis californica","señorita, all",2016,115,12,3,20
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Paralabrax clathratus","kelp bass, all",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Rhacochilus toxotes","rubberlip surfperch",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Rhacochilus vacca","pile perch, all",2016,3,17,7,27
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Scorpaena guttata","California scorpionfish, all",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Scorpaenichthys marmoratus","cabezon, all",2016,1,7,6,8
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes atrovirens","kelp rockfish, all",2016,39,22,5,34
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2016,29,4,4,4
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes carnatus","gopher rockfish, all",2016,1,26,26,26
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes caurinus","copper rockfish, all",2016,2,35,26,43
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes chrysomelas","black and yellow rockfish, all",2016,5,21,6,30
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes miniatus","vermillion rockfish, all",2016,3,21,6,37
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes mystinus","blue rockfish, all",2016,230,20,7,40
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes paucispinis","bocaccio, all",2016,3,9,9,9
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serranoides","olive rockfish, all",2016,45,9,6,12
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serriceps","treefish, all",2016,1,8,8,8
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Caulolatilus princeps","ocean whitefish, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Chromis punctipinnis","blacksmith, all",2017,2,7,7,7
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Embiotoca jacksoni","black surfperch, all",2017,1,25,25,25
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Embiotoca lateralis","striped surfperch, all",2017,1,24,7,37
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Girella nigricans","opaleye, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Halichoeres semicinctus","rock wrasse, juvenile",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Heterostichus rostratus","giant kelpfish, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Hypsypops rubicundus","garibaldi, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Medialuna californiensis","halfmoon, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Ophiodon elongatus","lingcod, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Oxyjulis californica","señorita, all",2017,375,16,12,20
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Paralabrax clathratus","kelp bass, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Rhacochilus toxotes","rubberlip surfperch",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Rhacochilus vacca","pile perch, all",2017,1,21,12,27
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Scorpaena guttata","California scorpionfish, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Scorpaenichthys marmoratus","cabezon, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes atrovirens","kelp rockfish, all",2017,48,21,5,34
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2017,3,4,4,4
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes carnatus","gopher rockfish, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes caurinus","copper rockfish, all",2017,2,31,6,43
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes chrysomelas","black and yellow rockfish, all",2017,2,24,8,33
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes miniatus","vermillion rockfish, all",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes mystinus","blue rockfish, all",2017,5,27,7,43
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes paucispinis","bocaccio, all",2017,385,8,8,8
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serranoides","olive rockfish, all",2017,145,21,7,35
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serriceps","treefish, all",2017,1,27,27,27
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Caulolatilus princeps","ocean whitefish, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Chromis punctipinnis","blacksmith, all",2018,7,18,16,20
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Embiotoca jacksoni","black surfperch, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Embiotoca lateralis","striped surfperch, all",2018,1,24,23,25
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Girella nigricans","opaleye, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Halichoeres semicinctus","rock wrasse, juvenile",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Heterostichus rostratus","giant kelpfish, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Hypsypops rubicundus","garibaldi, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Medialuna californiensis","halfmoon, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Ophiodon elongatus","lingcod, all",2018,1,34,24,45
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Oxyjulis californica","señorita, all",2018,105,13,3,20
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Paralabrax clathratus","kelp bass, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Rhacochilus toxotes","rubberlip surfperch",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Rhacochilus vacca","pile perch, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Scorpaena guttata","California scorpionfish, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Scorpaenichthys marmoratus","cabezon, all",2018,1,24,24,24
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes atrovirens","kelp rockfish, all",2018,11,26,8,36
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes carnatus","gopher rockfish, all",2018,1,25,25,25
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes caurinus","copper rockfish, all",2018,1,31,7,43
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes chrysomelas","black and yellow rockfish, all",2018,4,22,13,28
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes miniatus","vermillion rockfish, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes mystinus","blue rockfish, all",2018,10,19,7,32
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes paucispinis","bocaccio, all",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serranoides","olive rockfish, all",2018,1,13,13,13
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serriceps","treefish, all",2018,1,33,33,33
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Caulolatilus princeps","ocean whitefish, all",2019,1,29,26,32
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Chromis punctipinnis","blacksmith, all",2019,13,17,15,19
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Embiotoca jacksoni","black surfperch, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Embiotoca lateralis","striped surfperch, all",2019,1,8,8,8
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Girella nigricans","opaleye, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Halichoeres semicinctus","rock wrasse, juvenile",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Heterostichus rostratus","giant kelpfish, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Hypsypops rubicundus","garibaldi, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Medialuna californiensis","halfmoon, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Ophiodon elongatus","lingcod, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Oxyjulis californica","señorita, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Paralabrax clathratus","kelp bass, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Rhacochilus toxotes","rubberlip surfperch",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Rhacochilus vacca","pile perch, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Scorpaena guttata","California scorpionfish, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Scorpaenichthys marmoratus","cabezon, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes atrovirens","kelp rockfish, all",2019,7,31,28,34
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes atrovirens/carnatus/caurinus/chrysomelas","kelp/gopher/copper/black and yellow rockfish, juvenile",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes carnatus","gopher rockfish, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes caurinus","copper rockfish, all",2019,1,32,26,36
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes chrysomelas","black and yellow rockfish, all",2019,6,23,14,30
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes miniatus","vermillion rockfish, all",2019,1,31,30,32
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes mystinus","blue rockfish, all",2019,6,18,15,22
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes paucispinis","bocaccio, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serranoides","olive rockfish, all",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",,"Sebastes serriceps","treefish, all",2019,1,30,30,30
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2007,1,50,50,50
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2008,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2009,1,54,54,54
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2010,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2011,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2012,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2013,1,70,65,75
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2014,1,66,58,75
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2015,1,66,60,73
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2018,1,70,70,70
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14013,"Semicossyphus pulcher","California sheephead, male",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2007,4,43,30,55
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2008,1,45,45,45
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2009,1,36,34,37
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2010,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2011,1,40,40,40
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2012,1,51,42,60
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2013,2,47,39,55
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2014,1,45,45,45
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2015,1,56,56,56
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2016,1,46,17,60
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2017,1,52,32,75
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2018,3,33,23,39
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, female",2019,2,31,20,40
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2007,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2008,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2009,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2010,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2011,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2012,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2013,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2014,1,3,3,3
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2015,2,2,2,2
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2016,1,10,9,10
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14014,"Semicossyphus pulcher","California sheephead, juvenile",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2007,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2008,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2009,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2010,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2011,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2012,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2013,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2014,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2015,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14028,"Halichoeres semicinctus","rock wrasse, male",2019,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2007,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2008,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2009,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2010,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2011,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2012,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2013,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2014,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2015,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2016,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2017,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2018,0,,,
1,"SM","San Miguel Island","WL","Wyckoff Ledge",14029,"Halichoeres semicinctus","rock wrasse, female",2019,0,,,
2,"SM","San Miguel Island","HR","Hare Rock",,"Caulolatilus princeps","ocean whitefish, all",2007,0,,,
2,"SM","San Miguel Island","HR","Hare Rock",,"Chromis punctipinnis","blacksmith, all",2007,32,20,10,29
2,"SM","San Miguel Island","HR","Hare Rock",,"Embiotoca jacksoni","black surfperch, all",2007,3,29,20,36
2,"SM","San Miguel Island","HR","Hare Rock",,"Embiotoca lateralis","striped surfperch, all",2007,29,18,5,30
2,"SM","San Miguel Island","HR","Hare Rock",,"Girella nigricans","opaleye, all",2007,0,,,
2,"SM","San Miguel Island","HR","Hare Rock",,"Halichoeres semicinctus","rock wrasse, juvenile",2007,0,,,
2,"SM","San Miguel Island","HR","Hare Rock",,"Heterostichus rostratus","giant kelpfish, all",2007,0,,,
2,"SM","San Miguel Island","HR","Hare Rock",,"Hypsypops rubicundus","garibaldi, all",2007,0,,,
2,"SM","San Miguel Island","HR","Hare Rock",,"Medialuna californiensis","halfmoon, all",2007,0,,,
